Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
4897,0.0,0,12870.0,4,4,0,1069,1940,Short-term,English,NOTICE,PHONE,11-50,Premier,False,True,False,False,False,False,False,False,False,False,False
4898,0.0,0,59582.16,11,11,1,8670,2980,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4899,0.0,0,540467.2000000001,13,13,1,8340,3862,Mid-term,English,NOTICE,MAIL,51-100,Standard,True,False,False,False,False,False,False,False,False,False,True
4900,0.0,0,1905972.64,22,22,5,8700,2994,Mid-term,English,AUTO RENEW,WEB,51-100,Standard,False,True,False,True,False,True,False,False,True,True,True
4901,0.0,0,174183.16190476192,16,16,2,11227,3536,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,True,True,False,False,False,False,False,False,True,False,True
4902,477.5,1,360990.0,18,18,0,16142,3664,Long-term,Unknown,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,False
4903,357.396,1,1011073.284,23,23,2,18654,1865,Long-term,English,AUTO RENEW,AUTO RENEW,51-100,Standard,False,True,False,True,False,False,False,False,False,False,True
4904,0.0,0,313528.8,15,15,1,13130,3670,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4905,0.0,0,184057.96190476196,13,13,1,10434,2211,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4906,0.0,0,730170.0,9,9,2,9004,3258,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,True,False,False,False,False,False,True,False,False
4907,0.0,0,86925.76,17,17,2,13951,3108,Mid-term,Asian,NOTICE,MAIL,1-5,Premier,False,True,False,True,False,False,False,False,False,False,True
4908,0.0,0,629072.2666666666,19,19,1,2914,3348,Short-term,Unknown,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4909,0.0,0,315312.57333333336,7,7,2,10025,3063,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,True,False,True
4910,258.4190476190476,1,456884.8761904762,17,17,1,20678,2778,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4911,0.0,0,437420.5333333334,20,20,1,12309,2739,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,True,True,False,False,False,False,False,False,False,False,True
4912,0.0,0,383054.5238095239,17,17,0,9082,2206,Mid-term,Unknown,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,False
4913,611.2333333333333,1,948634.1333333332,16,16,1,10543,3430,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
4914,0.0,0,123761.90476190476,20,20,2,6847,2855,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,True,True
4915,0.0,0,299052.26666666666,20,20,1,12565,3211,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4916,248.3238095238096,1,397814.7428571429,18,18,1,22031,2706,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4917,228.62857142857143,1,219483.42857142855,16,16,1,10618,2565,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4918,0.0,0,223756.00000000003,5,5,2,8625,3863,Mid-term,English,AUTO RENEW,WEB,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
4919,0.0,0,713587.2,18,18,1,12261,3463,Mid-term,English,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4920,0.0,0,223662.13333333336,14,14,0,8352,3263,Mid-term,Unknown,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,False
4921,0.0,0,764190.9600000001,18,18,1,10862,2941,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4922,0.0,0,98457.40000000002,15,15,1,12065,2565,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4923,0.0,0,215105.8,15,15,1,8761,2540,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4924,0.0,0,570102.4800000001,18,18,1,11196,3226,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4925,0.0,0,56057.600000000006,19,19,1,4861,2437,Short-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4926,0.0,0,65555.65714285715,18,18,1,8310,2934,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4927,0.0,0,1296605.866666667,20,20,2,11714,3367,Mid-term,English,NOTICE,MAIL,11-50,Premier,True,False,False,False,False,False,False,False,False,True,True
4928,0.0,0,116648.272,3,3,1,9051,2995,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4929,0.0,0,198154.8,19,19,1,8564,3695,Mid-term,English,NOTICE,MAIL,6-10,Premier,True,True,False,False,False,False,False,False,False,False,True
4930,459.7866666666667,1,438636.48,18,18,1,13495,3280,Mid-term,English,NOTICE,WEB,11-50,Standard,True,True,False,False,False,False,False,False,False,False,True
4931,220.5904761904762,1,365297.8285714286,18,18,1,12704,2507,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4932,0.0,0,629595.4723809524,19,19,2,11349,3127,Mid-term,English,AUTO RENEW,PHONE,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
4933,0.0,0,436386.6666666666,14,14,1,12749,2869,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4934,0.0,0,491083.12,23,23,1,8639,2844,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4935,270.98809523809524,1,474771.1428571429,12,12,0,12789,2122,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,False
4936,172.4419047619048,1,425069.29523809534,17,17,1,15092,1877,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4937,0.0,0,678510.1142857142,13,13,1,6328,3657,Short-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4938,0.0,0,119870.4,17,17,1,12339,2777,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4939,0.0,0,256386.00000000003,9,9,1,5328,3170,Short-term,English,AUTO RENEW,AUTO RENEW,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
4940,0.0,0,437234.2857142857,32,32,0,14879,1985,Long-term,Unknown,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
4941,0.0,0,1298367.2,21,21,1,10618,3528,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4942,125.6,1,271296.0,16,16,1,17313,2212,Long-term,English,NOTICE,PHONE,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4943,0.0,0,280786.05333333334,17,17,1,9523,2198,Mid-term,English,NOTICE,BRANCH (POS),101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
4944,389.14666666666665,1,740935.2533333333,17,17,1,9813,2918,Mid-term,Unknown,NOTICE,WEB,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4945,0.0,0,186198.5523809524,8,8,1,13526,3121,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4946,0.0,0,245138.4,18,18,1,17817,2476,Long-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4947,0.0,0,200376.00000000003,18,18,1,5590,2066,Short-term,English,NOTICE,MAIL,51-100,Premier,True,False,False,False,False,False,False,False,False,False,True
4948,172.8571428571429,1,275707.1428571429,11,11,1,8700,2165,Mid-term,English,NOTICE,MAIL,6-10,Premier,True,False,False,False,False,False,False,False,False,False,True
4949,0.0,0,561748.5714285715,19,19,1,9096,2964,Mid-term,English,NOTICE,WEB,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4950,373.5828571428572,1,151301.05714285714,15,15,1,11335,2986,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,True,True,False,False,False,False,False,False,False,False,True
4951,0.0,0,67290.84,3,3,1,5498,2555,Short-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4952,363.8019047619048,1,268485.8057142857,18,18,1,10984,2932,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4953,0.0,0,286889.14285714284,20,20,1,9789,2730,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4954,0.0,0,219995.6571428572,18,18,1,5626,2747,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4955,0.0,0,780343.6900000001,17,17,2,9172,3346,Mid-term,English,NOTICE,BRANCH (POS),51-100,Premier,False,True,False,False,False,False,False,False,False,True,True
4956,158.0761904761905,1,221306.66666666672,20,20,1,5871,2059,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4957,0.0,0,460155.4285714286,12,12,1,8441,2822,Mid-term,English,NOTICE,WEB,6-10,Standard,True,True,False,False,False,False,False,False,False,False,True
4958,613.5566666666667,1,1159622.1,14,14,1,18713,2859,Long-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
4959,0.0,0,631862.6285714286,22,22,3,12323,5306,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,True,False,False,False,False,False,True,False,True
4960,0.0,0,311712.9142857143,24,24,2,12108,3376,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
4961,0.0,0,565367.0399999999,19,19,1,9126,3747,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4962,316.40000000000003,1,772016.0000000001,20,20,1,10025,2222,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
4963,0.0,0,503302.8000000001,22,22,1,14104,2128,Mid-term,English,NOTICE,WEB,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
4964,0.0,0,457177.6,17,17,1,8868,2647,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
4965,0.0,0,43008.0,16,16,1,8778,2302,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4966,0.0,0,1154766.8,19,19,0,1907,4201,Short-term,English,NOTICE,PHONE,11-50,Standard,False,True,False,False,False,False,False,False,False,False,False
4967,0.0,0,24057.6,20,20,1,19078,1073,Long-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4968,0.0,0,74142.0,18,18,1,11700,2613,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4969,548.8600000000001,1,243693.84000000003,3,3,2,15214,2367,Long-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,False,True,False,True,False,False,False,False,False,False,True
4970,0.0,0,0.0,16,16,1,2075,1089,Short-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4971,0.0,0,206246.85714285716,15,15,1,9551,2821,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
4972,388.7000000000001,1,992351.1,23,23,1,16111,2518,Long-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
4973,0.0,0,449453.8666666667,19,19,1,12079,2192,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4974,236.11428571428576,1,212738.97142857147,17,17,1,15122,2619,Long-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
4975,0.0,0,160314.0,25,25,1,3135,3911,Short-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4976,0.0,0,48834.560000000005,12,12,1,6989,2023,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4977,257.6946666666667,1,71123.72800000002,4,4,1,5735,2956,Short-term,Unknown,AUTO RENEW,BRANCH (PHONE),1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4978,0.0,0,437500.0,10,10,1,8778,2718,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,True,False,False
4979,0.0,0,441558.0,15,15,0,8990,3290,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,False
4980,0.0,0,55596.0,4,4,1,10633,2083,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4981,0.0,0,496480.0000000001,10,10,1,10420,3044,Mid-term,English,NOTICE,PHONE,500+,Premier,False,True,False,False,False,False,False,False,False,False,True
4982,0.0,0,442202.20000000007,19,19,2,11439,3815,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,True,False,False,False,False,False,False,False,True
4983,0.0,0,311573.9733333334,11,11,1,9112,2096,Mid-term,English,NOTICE,WEB,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
4984,0.0,0,96685.71428571428,24,24,1,12900,2851,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4985,0.0,0,704861.7142857143,20,20,1,10069,3162,Mid-term,Unknown,NOTICE,WEB,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
4986,0.0,0,497712.0,9,9,1,9295,3757,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
4987,0.0,0,373428.0,15,15,1,2118,2999,Short-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
4988,581.2,1,278976.0,20,20,1,2734,3307,Short-term,English,NOTICE,MAIL,51-100,Standard,False,False,False,False,False,False,False,False,False,False,True
4989,154.68,1,253520.52,11,11,1,9994,2510,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4990,0.0,0,329224.5333333333,16,16,1,10633,3495,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
4991,0.0,0,33873.600000000006,10,10,1,9370,1890,Mid-term,Unknown,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
4992,0.0,0,1418276.1904761903,25,25,0,5749,3301,Short-term,Unknown,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,False
4993,0.0,0,226262.4,9,9,0,2230,2164,Short-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,False
4994,0.0,0,47981.94285714287,23,23,2,15412,2172,Long-term,English,NOTICE,MAIL,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
4995,0.0,0,49170.0,6,6,1,8594,2147,Mid-term,Unknown,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,True,False
4996,0.0,0,494113.6,14,14,1,13144,2759,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
4997,367.744,1,779985.0240000001,21,21,3,9674,2495,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,True,False,False,False,False,True,False,True
4998,0.0,0,1468033.28,16,16,2,12034,3580,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,False,False,True,False,False,False,False,False,False,True
4999,391.0152380952381,1,826997.2285714286,15,15,1,12626,3082,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
5000,0.0,0,278664.0,18,18,1,6690,2511,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
5001,0.0,0,1406988.0,21,21,1,13100,5981,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
5002,0.0,0,913803.4285714288,20,20,1,12643,3396,Mid-term,English,AUTO RENEW,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
5003,288.11428571428576,1,689745.6000000001,19,19,2,10100,2647,Mid-term,English,NOTICE,PHONE,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
5004,0.0,0,217593.6,16,16,1,9126,2915,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
5005,0.0,0,1033794.56,24,24,1,3450,3828,Short-term,English,NOTICE,PHONE,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
5006,0.0,0,291780.00000000006,15,15,1,9186,2254,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
5007,0.0,0,714384.0,18,18,1,9172,3404,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,False,False,False,False,False,False,False,False,False,True
5008,0.0,0,139290.5142857143,18,18,2,9082,2216,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,True,True
